,ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
4648,45343299,29793,584,MERCEDES-BENZ,C 180,2014,Sedan,Yes,Petrol,1.8 Turbo,102400,4.0,Automatic,Rear,2.0,Left wheel,Red,12
4649,45815917,8311,1202,HYUNDAI,Santa FE,2017,Jeep,Yes,Petrol,2.4,91782,4.0,Automatic,Front,4.0,Left wheel,Orange,12
4650,45792177,20071,890,KIA,Optima,2016,Sedan,Yes,Petrol,2,30662,4.0,Automatic,Front,4.0,Left wheel,White,4
4651,45761450,156805,-,BMW,X5 M,2015,Jeep,Yes,Petrol,4.4 Turbo,65500,8.0,Automatic,4x4,4.0,Left wheel,Blue,12
4652,45765709,1568,1493,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205,6.0,Automatic,Rear,4.0,Left wheel,Grey,12
4653,45809296,15053,-,TOYOTA,Prius,2007,Sedan,Yes,Hybrid,1.5,296000,4.0,Variator,Front,4.0,Left wheel,Grey,4
4654,45776871,5802,988,TOYOTA,Prius,2007,Hatchback,Yes,Hybrid,1.5,140000,4.0,Variator,Front,4.0,Left wheel,Green,12
4655,45786910,19757,271,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,73000,4.0,Automatic,Front,4.0,Left wheel,Black,12
4656,45798815,8467,-,SUBARU,Legacy,2004,Sedan,Yes,Petrol,2,20000000,4.0,Tiptronic,4x4,4.0,Right-hand drive,Black,3
4657,45810079,45445,1249,CHEVROLET,Impala,2017,Sedan,Yes,Petrol,2.5,65496,4.0,Automatic,Front,4.0,Left wheel,Black,4
4658,45784011,7840,-,MERCEDES-BENZ,E 320,2000,Sedan,Yes,Petrol,3.2,111111,6.0,Tiptronic,Rear,4.0,Left wheel,Black,6
4659,45758145,50,-,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,145579,4.0,Automatic,Front,4.0,Left wheel,Silver,8
4660,45809642,56509,1079,HONDA,Civic,2018,Sedan,Yes,Petrol,2,26134,4.0,Automatic,Front,4.0,Left wheel,Black,4
4661,45651997,34811,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0,6.0,Automatic,Front,4.0,Left wheel,Grey,12
4662,45786809,7213,-,BMW,528,1998,Sedan,No,Petrol,2.8,290000,6.0,Manual,Rear,4.0,Left wheel,Green,4
4663,45771205,1882,1327,SUBARU,Outback,2018,Sedan,Yes,Petrol,2.5,0,4.0,Automatic,4x4,4.0,Left wheel,Silver,12
4664,45777846,8154,1111,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,67000,4.0,Automatic,Front,4.0,Right-hand drive,White,2
4665,45809715,10697,645,CHEVROLET,Cruze,2011,Sedan,Yes,Diesel,1.8,241768,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4666,45573337,10036,-,MITSUBISHI,Pajero IO,1998,Jeep,No,Petrol,1.8,130000,4.0,Automatic,4x4,4.0,Left wheel,Blue,0
4667,45442446,9879,781,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,2.5,111001,4.0,Tiptronic,Front,4.0,Left wheel,Grey,10
4668,45773208,627,562,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4,0,4.0,Automatic,Front,4.0,Left wheel,Silver,12
4669,45803365,10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,421703,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4670,45815372,7840,-,MERCEDES-BENZ,E 200,1998,Sedan,No,CNG,2,180003,4.0,Manual,Rear,4.0,Left wheel,Black,4
4671,45755575,17249,-,TOYOTA,Verso,2011,Minivan,No,Diesel,2,40000,4.0,Manual,Front,4.0,Left wheel,Silver,6
4672,45041107,15681,642,FORD,Focus,2012,Hatchback,No,Petrol,2,192000,4.0,Tiptronic,Front,4.0,Left wheel,White,8
4673,44045305,13000,1505,MITSUBISHI,RVR,2012,Hatchback,No,Petrol,1.8,139000,4.0,Automatic,Front,4.0,Right-hand drive,White,6
4674,45790612,16621,-,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,105600,4.0,Tiptronic,Front,4.0,Left wheel,Carnelian red,0
4675,44287084,32929,-,LAND ROVER,Range Rover,2007,Jeep,Yes,Diesel,3.6 Turbo,200000,8.0,Tiptronic,4x4,4.0,Left wheel,Black,12
4676,45794285,14113,639,FORD,Focus,2014,Hatchback,No,Petrol,2,13000,4.0,Manual,Front,4.0,Left wheel,White,8
4677,45813351,282,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,265315,4.0,Automatic,Front,4.0,Left wheel,White,12
4678,45810452,20846,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,148101,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4679,45796421,17249,562,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4 Turbo,37000,4.0,Automatic,Front,4.0,Left wheel,Brown,8
4680,43719163,23050,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,172346,4.0,Automatic,Front,4.0,Left wheel,Black,12
4681,45677545,10349,878,CHEVROLET,Cruze,2009,Sedan,No,Petrol,1.8,53000,4.0,Tiptronic,Front,4.0,Left wheel,Grey,12
4682,45804820,33908,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,121189,4.0,Automatic,Front,4.0,Left wheel,Black,4
4683,45766585,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530,6.0,Automatic,4x4,4.0,Left wheel,Black,12
4684,45788660,35,-,TOYOTA,Mark X Zio,2005,Sedan,Yes,Petrol,1.5,50000,4.0,Automatic,Front,4.0,Left wheel,White,4
4685,45732995,22273,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,136500,4.0,Automatic,Front,4.0,Left wheel,Black,4
4686,45654436,3293,475,CHEVROLET,Volt,2012,Hatchback,Yes,Hybrid,1.4,126419,4.0,Automatic,Front,4.0,Left wheel,Silver,12
4687,45784221,2500,-,VOLKSWAGEN,Golf 3,1994,Hatchback,No,Petrol,1.6,250000,4.0,Manual,Front,4.0,Right-hand drive,Black,2
4688,45788962,500,-,NISSAN,Tiida,2007,Hatchback,Yes,Petrol,1.8,0,4.0,Variator,Front,4.0,Right-hand drive,Grey,6
4689,41853514,32929,-,MERCEDES-BENZ,E 200 CGI,2011,Sedan,Yes,Petrol,1.8 Turbo,170000,4.0,Tiptronic,Rear,4.0,Left wheel,Beige,12
4690,45797541,20005,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,157421,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4691,44208094,17500,1503,MERCEDES-BENZ,C 180,2013,Sedan,No,Petrol,1.8,48000,4.0,Tiptronic,Rear,4.0,Right-hand drive,White,6
4692,45355329,18660,-,HYUNDAI,Veloster remix,2013,Hatchback,No,Petrol,1.6,70400,4.0,Tiptronic,Front,4.0,Left wheel,Yellow,8
4693,45760748,251,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,259184,4.0,Automatic,Front,4.0,Left wheel,Silver,12
4694,45815486,549,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,296466,6.0,Automatic,4x4,4.0,Left wheel,Silver,12
4695,45688786,61154,917,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Diesel,3.0 Turbo,146577,6.0,Tiptronic,4x4,4.0,Left wheel,Black,12
4696,45755504,862,784,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,0,4.0,Automatic,Front,4.0,Left wheel,White,12
4697,45814798,83891,1951,MERCEDES-BENZ,G 550,2015,Jeep,Yes,Petrol,5.5,59083,8.0,Automatic,4x4,4.0,Left wheel,White,12
4698,45772502,5645,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,345405,6.0,Automatic,4x4,4.0,Left wheel,Silver,12
4699,45809362,33798,784,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.5,75000,4.0,Automatic,Front,4.0,Left wheel,Black,4
4700,43423240,7213,-,VOLKSWAGEN,Golf 4,2002,Hatchback,No,Petrol,2,190000,4.0,Manual,Front,4.0,Left wheel,Silver,6
4701,45813502,941,1885,BMW,X5,2010,Jeep,Yes,Petrol,4.8,268565,8.0,Automatic,4x4,4.0,Left wheel,Grey,12
4702,38794452,13799,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,182860,4.0,Automatic,Front,4.0,Left wheel,Pink,10
4703,45804672,28755,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,141000,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4704,45810576,17158,640,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,177864,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4705,45656070,941,1058,LEXUS,RX 450,2012,Jeep,Yes,Hybrid,3.5,232357,6.0,Automatic,4x4,4.0,Left wheel,Black,12
4706,45295940,22580,749,KIA,Optima,2014,Sedan,Yes,Petrol,2.4,47000,4.0,Tiptronic,Front,4.0,Left wheel,Black,6
4707,45792987,11133,-,MERCEDES-BENZ,E 320,2001,Sedan,Yes,Petrol,3.2,214500,6.0,Tiptronic,Rear,4.0,Left wheel,Blue,6
4708,45781318,5000,-,BMW,318,1997,Coupe,No,Petrol,1.8,545654,4.0,Manual,Rear,2.0,Left wheel,Black,4
4709,45592197,51746,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,17000,6.0,Automatic,Front,4.0,Left wheel,Black,12
4710,45664431,1019,917,BMW,X5,2013,Jeep,Yes,Diesel,3,137802,6.0,Automatic,4x4,4.0,Left wheel,Black,0
4711,45652694,1019,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,0,4.0,Automatic,Front,4.0,Left wheel,Silver,0
4712,45770001,22580,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930,4.0,Automatic,Rear,4.0,Left wheel,Black,12
4713,45647807,8154,919,BMW,X5,2012,Jeep,Yes,Diesel,3,103458,6.0,Automatic,4x4,4.0,Left wheel,White,0
4714,45760901,12858,1018,MERCEDES-BENZ,GL 350,2011,Jeep,Yes,Diesel,3,137270,6.0,Automatic,4x4,4.0,Left wheel,Grey,12
4715,45802246,34108,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,97010,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4716,45814282,11290,1675,FORD,Transit,2004,Microbus,No,Diesel,2.0 Turbo,1000,4.0,Manual,Front,2.0,Left wheel,White,2
4717,45760270,188,862,SUBARU,Impreza,2011,Sedan,Yes,Petrol,2.5,113061,4.0,Automatic,4x4,4.0,Left wheel,Black,0
4718,45764853,17562,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,88000,4.0,Tiptronic,Front,4.0,Left wheel,Black,10
4719,44274435,10036,-,MITSUBISHI,Outlander,2003,Universal,No,LPG,2.4,200000,4.0,Automatic,Front,4.0,Left wheel,White,0
4720,45635118,549,650,VOLKSWAGEN,Jetta,2016,Sedan,Yes,Diesel,1.4,112760,4.0,Automatic,Front,4.0,Left wheel,Brown,12
4721,45812796,21169,1051,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,60000,6.0,Tiptronic,Front,4.0,Left wheel,Black,8
4722,45757290,941,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771,8.0,Automatic,4x4,4.0,Left wheel,Black,0
4723,43432352,54000,-,ASTON MARTIN,Virage,2007,Coupe,Yes,Petrol,4.3,72000,8.0,Tiptronic,Rear,2.0,Left wheel,Black,8
4724,45801175,13172,-,TOYOTA,Vitz,2010,Hatchback,No,Petrol,1.3,112000,4.0,Automatic,Front,4.0,Right-hand drive,Grey,6
4725,45486298,18189,-,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,211200,4.0,Variator,Front,4.0,Left wheel,White,10
4726,44680685,20385,-,TOYOTA,Camry,2009,Sedan,Yes,Petrol,2.5,152000,4.0,Variator,Front,4.0,Left wheel,Black,4
4727,45813956,3450,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,136542,6.0,Automatic,Front,4.0,Left wheel,Blue,0
4728,45815803,10976,-,FORD,Transit,1999,Goods wagon,No,Diesel,2.5,137000,4.0,Manual,Rear,4.0,Left wheel,Blue,2
4729,45793696,17876,-,MERCEDES-BENZ,E 350,2006,Sedan,Yes,Petrol,3.5,177000,6.0,Tiptronic,Rear,4.0,Left wheel,Silver,12
4730,45771798,5802,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800,6.0,Automatic,Rear,4.0,Left wheel,Grey,12
4731,45725387,15718,836,SSANGYONG,Actyon,2010,Jeep,Yes,Diesel,2,237003,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4732,45801736,7213,-,TOYOTA,Prius,2005,Sedan,No,Petrol,1.5,126000,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4733,45767508,862,1104,AUDI,Q7,2015,Jeep,Yes,Petrol,3,264014,6.0,Automatic,4x4,4.0,Left wheel,Black,0
4734,45784910,17876,-,VOLKSWAGEN,Jetta,2011,Sedan,Yes,LPG,2.5,147200,5.0,Tiptronic,Front,4.0,Left wheel,White,8
4735,45804420,28830,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,132020,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4736,45769914,549,781,SUBARU,Forester,2012,Jeep,Yes,Petrol,2.5,148213,4.0,Automatic,4x4,4.0,Left wheel,Blue,0
4737,45695743,20385,753,KIA,Optima,2012,Sedan,Yes,Hybrid,2.4,97000,4.0,Tiptronic,Front,4.0,Left wheel,Black,12
4738,45759294,8781,-,FORD,Tourneo Connect,2008,Goods wagon,No,Diesel,1.8,160000,4.0,Manual,Front,2.0,Left wheel,White,2
4739,45807147,23521,-,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,169600,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4740,45768663,4234,584,HONDA,Civic,2014,Sedan,Yes,Petrol,1.8,111149,4.0,Automatic,Front,4.0,Left wheel,Brown,12
4741,45646611,392,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032,4.0,Automatic,Front,4.0,Left wheel,Silver,12
4742,45766127,9408,585,HYUNDAI,Elantra,2013,Jeep,Yes,Petrol,1.8,207606,4.0,Automatic,Front,4.0,Left wheel,Grey,12
4743,45798591,14113,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,107855,4.0,Tiptronic,Front,4.0,Left wheel,Black,8
4744,45813015,6272,-,HONDA,Civic,2003,Sedan,No,Petrol,1.5,2400,6.0,Automatic,Front,4.0,Right-hand drive,Grey,4
4745,45792466,10349,-,MERCEDES-BENZ,E 240,2001,Sedan,Yes,Petrol,2.4,235000,6.0,Automatic,Rear,4.0,Left wheel,Silver,6
4746,45781930,18503,-,HYUNDAI,Veloster,2011,Hatchback,Yes,Petrol,1.6,65600,4.0,Tiptronic,Front,2.0,Left wheel,Silver,4
4747,45815365,7213,-,MAZDA,Demio evropuli,2003,Hatchback,No,CNG,1.4,185000,4.0,Manual,Front,4.0,Left wheel,Blue,4
4748,45732789,17305,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,157224,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4749,45803711,23991,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,40602,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4750,45030307,15524,650,CHEVROLET,Cruze LT,2016,Sedan,No,Petrol,1.4 Turbo,263630,4.0,Automatic,Front,4.0,Left wheel,Red,8
4751,45789450,14740,-,MERCEDES-BENZ,S 500,2003,Sedan,Yes,LPG,5,22500,8.0,Tiptronic,Rear,4.0,Left wheel,White,12
4752,45787023,16621,-,TOYOTA,RAV 4,2005,Hatchback,No,Petrol,2.4,273094,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4753,45772412,1490,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115,8.0,Automatic,4x4,4.0,Left wheel,Black,0
4754,45772360,30734,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339,8.0,Automatic,4x4,4.0,Left wheel,Black,0
4755,45763476,10349,1273,ACURA,TLX,2015,Sedan,Yes,Petrol,3.5,70562,6.0,Automatic,4x4,4.0,Left wheel,White,12
4756,44684078,13799,-,TOYOTA,Prius 1.5I,2008,Sedan,Yes,Hybrid,1.5,145000,4.0,Variator,Front,4.0,Left wheel,Grey,12
4757,45772862,64917,-,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2.0 Turbo,83000,6.0,Tiptronic,Rear,4.0,Left wheel,Black,12
4758,45775425,8467,-,MAZDA,MPV,2004,Minivan,No,Petrol,2.3,0,5.0,Manual,Front,4.0,Left wheel,Silver,4
4759,45766261,470,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,229904,6.0,Automatic,4x4,4.0,Left wheel,Black,12
4760,45730855,15289,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,115363,4.0,Automatic,Front,4.0,Left wheel,Red,4
4761,45768830,549,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,47422,4.0,Automatic,Front,4.0,Left wheel,Black,12
4762,45801293,14113,-,LAND ROVER,Range Rover,2003,Jeep,Yes,Petrol,4.4,150000,8.0,Tiptronic,4x4,4.0,Left wheel,White,12
4763,45733474,44134,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,112528,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4764,45800811,3000,-,ROVER,200,1998,Coupe,No,Petrol,1.4,0,4.0,Manual,Front,2.0,Left wheel,Silver,3
4765,45810042,49058,1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,73148,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4766,45814578,6,-,DODGE,Neon,2001,Sedan,No,Petrol,2,34000,4.0,Automatic,Front,4.0,Left wheel,Black,1
4767,45809735,19306,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,82000,4.0,Automatic,Front,4.0,Left wheel,Black,4
4768,45765509,188,1659,TOYOTA,Tundra,2014,Jeep,Yes,Petrol,5.7,101928,8.0,Automatic,4x4,4.0,Left wheel,Black,12
4769,45771578,784,1327,TOYOTA,RAV 4,2018,Sedan,Yes,Petrol,2.5,59158,4.0,Automatic,Front,4.0,Left wheel,Grey,12
4770,45756978,9722,-,HONDA,FIT,2006,Hatchback,No,Petrol,1.5,185000,4.0,Manual,Front,4.0,Right-hand drive,White,2
4771,45768785,862,447,HONDA,Insight,2013,Hatchback,Yes,Hybrid,1.3,143597,4.0,Automatic,Front,4.0,Left wheel,Silver,0
4772,44390368,29166,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,83200,4.0,Tiptronic,Front,4.0,Left wheel,White,10
4773,45781979,40456,639,BMW,428 i,2014,Coupe,Yes,Petrol,2.0 Turbo,112000,4.0,Tiptronic,Rear,2.0,Left wheel,Black,12
4774,44825509,19757,1051,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,83200,4.0,Tiptronic,Front,4.0,Left wheel,Silver,12
4775,45488682,23207,810,VOLKSWAGEN,Jetta,2016,Sedan,Yes,Petrol,1.8 Turbo,27000,4.0,Tiptronic,Front,4.0,Left wheel,Grey,6
4776,45805633,7213,-,MERCEDES-BENZ,CLK 430,1999,Coupe,Yes,Petrol,4.3,115000,8.0,Tiptronic,Rear,2.0,Left wheel,Silver,4
4777,45802831,28780,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,129129,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4778,45810657,11917,489,CHEVROLET,Spark,2016,Hatchback,Yes,Petrol,1,32839,4.0,Automatic,Front,4.0,Left wheel,Beige,4
4779,45434193,40,-,MITSUBISHI,Pajero IO,2002,Jeep,No,Petrol,2.5,1000,4.0,Automatic,4x4,4.0,Left wheel,White,6
4780,45803570,12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,548407,4.0,Automatic,Front,4.0,Left wheel,Orange,4
4781,45782890,9722,-,MERCEDES-BENZ,E 320,2000,Sedan,Yes,Petrol,3.2,164400,6.0,Tiptronic,Rear,4.0,Left wheel,Black,8
4782,45762476,12544,-,NISSAN,X-Trail,2002,Jeep,No,Petrol,2,158000,4.0,Manual,4x4,4.0,Left wheel,Golden,6
4783,45645027,2901,503,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403,4.0,Automatic,Front,4.0,Left wheel,White,0
4784,45808592,1568,831,CHEVROLET,Equinox,2011,Jeep,Yes,Petrol,2.4,80000,4.0,Automatic,Front,4.0,Left wheel,White,12
4785,45802687,73714,1077,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,43598,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4786,45776481,43905,-,MERCEDES-BENZ,Viano,2010,Minivan,No,Diesel,2.2 Turbo,178000,4.0,Manual,Rear,4.0,Left wheel,Golden,8
4787,43943059,15367,-,VOLKSWAGEN,Golf TDI,2012,Hatchback,No,Diesel,2.0 Turbo,130000,4.0,Manual,Front,2.0,Left wheel,White,10
4788,45810645,8778,363,CHEVROLET,Spark,2014,Sedan,Yes,Petrol,1,35565,4.0,Automatic,Front,4.0,Left wheel,White,4
4789,45784073,20385,-,HYUNDAI,Sonata Hybrid,2012,Sedan,Yes,Hydrogen,2.4,116800,6.0,Tiptronic,Front,4.0,Left wheel,Grey,8
4790,45674813,8154,-,MERCEDES-BENZ,ML 320,2000,Jeep,Yes,Petrol,3.2,0,6.0,Tiptronic,4x4,4.0,Left wheel,Silver,4
4791,45769087,549,1190,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4,238203,6.0,Automatic,4x4,4.0,Left wheel,Grey,12
4792,45542725,10506,730,NISSAN,Versa,2016,Sedan,No,Petrol,1.6,71069,4.0,Automatic,Front,4.0,Left wheel,Black,6
4793,45650396,5645,1324,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,264877,6.0,Automatic,4x4,4.0,Left wheel,White,12
4794,45801644,19679,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,133783,4.0,Automatic,Front,4.0,Left wheel,Grey,4
4795,45755034,1882,518,TOYOTA,Avalon,2016,Sedan,Yes,Hybrid,2.5,55096,4.0,Automatic,Front,4.0,Left wheel,Blue,0
4796,45803079,50030,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,66340,4.0,Automatic,Front,4.0,Left wheel,Blue,4
4797,45682238,18503,1586,NISSAN,X-Terra,2010,Jeep,No,Petrol,4,190000,6.0,Automatic,4x4,4.0,Left wheel,Grey,8
4798,45774869,11604,-,SUBARU,Forester,2006,Jeep,No,Petrol,2,257600,1.0,Tiptronic,4x4,4.0,Right-hand drive,Black,2
4799,45767303,1882,442,TOYOTA,Prius,2017,Sedan,Yes,Hybrid,1.8,47672,4.0,Automatic,Front,4.0,Left wheel,White,12
4800,45801511,23207,730,HYUNDAI,Elantra,2016,Sedan,Yes,Diesel,1.6,33017,4.0,Automatic,Front,4.0,Left wheel,White,4
4801,45803146,19914,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,290838,4.0,Automatic,Front,4.0,Left wheel,Orange,4
4802,45781944,5645,-,MERCEDES-BENZ,C 200,1995,Sedan,Yes,Petrol,2,0,4.0,Manual,Rear,4.0,Left wheel,Silver,4
4803,45730710,41811,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,92627,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4804,45733390,67699,880,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,1.6,35950,4.0,Automatic,Front,4.0,Left wheel,Black,4
4805,45815935,1568,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,121840,4.0,Automatic,Front,4.0,Left wheel,Blue,12
4806,45731517,119172,1301,BMW,M6,2014,Coupe,Yes,Petrol,4.4 Turbo,33500,8.0,Tiptronic,Rear,4.0,Left wheel,White,12
4807,45804188,50297,696,JAGUAR,XF,2013,Sedan,Yes,Diesel,2.2,74438,4.0,Automatic,Front,4.0,Left wheel,White,4
4808,45803874,29774,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,162973,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4809,45814776,1700,-,VAZ,2121 (Niva),1983,Jeep,No,Petrol,1.6,1000,4.0,Manual,4x4,4.0,Left wheel,Blue,0
4810,45759518,16935,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,94949,4.0,Automatic,Front,4.0,Left wheel,White,0
4811,45763342,220,753,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,221126,4.0,Automatic,Front,4.0,Left wheel,Black,0
4812,45798086,3800,-,OPEL,Vectra,1996,Sedan,No,Petrol,2,1111111,4.0,Manual,Front,4.0,Left wheel,Sky blue,2
4813,45730213,25889,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,117000,4.0,Automatic,Front,4.0,Left wheel,White,4
4814,45797984,16543,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,79995,4.0,Automatic,Front,4.0,Left wheel,Silver,4
4815,45809304,16960,595,HONDA,FIT,2015,Hatchback,Yes,Petrol,1.5,131455,4.0,Automatic,Front,4.0,Left wheel,Blue,4
4816,45804907,15053,639,HYUNDAI,Elantra,2014,Hatchback,Yes,Petrol,2,46000,4.0,Tiptronic,Front,4.0,Left wheel,Black,12
4817,44941974,9095,-,MITSUBISHI,ColtPlus Plus,2006,Hatchback,No,Petrol,1.5,59000,4.0,Variator,Front,4.0,Right-hand drive,Pink,4
4818,45652429,157,1058,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.5,245762,6.0,Automatic,4x4,4.0,Left wheel,Black,12
4819,45787448,23521,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,161600,4.0,Automatic,Front,4.0,Left wheel,Red,16
4820,45648175,314,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510,4.0,Automatic,Front,4.0,Left wheel,White,12
4821,45782407,11917,1024,FORD,Fusion,2010,Sedan,No,Hybrid,2.5,176000,4.0,Variator,Front,4.0,Left wheel,Grey,6
4822,45814770,10036,-,MITSUBISHI,Montero,2000,Jeep,Yes,CNG,3.5,22300,6.0,Tiptronic,4x4,4.0,Left wheel,White,8
4823,45732134,44247,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,115633,4.0,Automatic,Front,4.0,Left wheel,White,4
4824,45770101,627,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696,6.0,Automatic,4x4,4.0,Left wheel,Black,12
4825,45804429,40556,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,48089,4.0,Automatic,Front,4.0,Left wheel,White,4
4826,45810211,23703,765,CHEVROLET,Malibu,2015,Sedan,Yes,Diesel,2,100069,4.0,Automatic,Front,4.0,Left wheel,White,4
4827,45765026,2430,1598,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3,175614,6.0,Automatic,Rear,4.0,Left wheel,Black,12
4828,45790559,6272,-,MERCEDES-BENZ,A 190,2005,Sedan,Yes,Petrol,1.9,122000,4.0,Tiptronic,Front,4.0,Left wheel,Green,4
4829,45803009,68148,1077,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,47778,4.0,Automatic,Front,4.0,Left wheel,Grey,4
